# Time-averaged data for fix msd_out
# TimeStep c_msd_poly[1] c_msd_poly[2] c_msd_poly[3] c_msd_poly[4]
5175000 19.9656 8.81827 8.36423 37.1481
5176000 20.2078 9.03208 8.31434 37.5542
5177000 20.9085 9.14398 8.60286 38.6553
5178000 20.9021 9.66689 8.9177 39.4867
5179000 22.2452 9.54081 8.68365 40.4696
5180000 22.3264 9.07564 9.03668 40.4387
5181000 23.262 8.91455 8.68079 40.8573
5182000 22.7013 8.95135 8.46694 40.1196
5183000 21.1209 9.58494 8.29005 38.9959
5184000 20.6895 10.0511 7.70411 38.4446
5185000 21.9212 9.69232 8.27893 39.8925
5186000 21.3706 10.0812 8.05626 39.5081
5187000 20.605 10.4925 8.44825 39.5457
5188000 19.5318 10.4328 8.5218 38.4865
5189000 18.5692 9.79607 8.2611 36.6264
5190000 18.7915 9.76333 7.71274 36.2676
5191000 18.642 9.76113 7.9486 36.3517
5192000 18.475 9.6692 7.25958 35.4038
5193000 18.9488 9.84566 7.14376 35.9382
5194000 19.7748 10.1408 7.87276 37.7884
5195000 20.0505 10.6641 8.24648 38.9611
5196000 21.4851 10.8951 8.94186 41.322
5197000 22.1244 11.4463 8.75104 42.3217
5198000 21.6392 11.3608 8.76058 41.7605
5199000 22.3634 11.2508 8.76209 42.3763
5200000 23.1307 11.4922 8.67687 43.2998
5201000 22.8332 11.6752 8.84442 43.3528
5202000 23.6139 10.9984 9.18844 43.8007
5203000 22.9991 10.7709 9.27916 43.0491
5204000 21.6366 9.99209 8.9586 40.5873
5205000 21.2864 9.37773 8.44243 39.1065
5206000 20.5545 9.484 8.25354 38.292
5207000 20.0199 9.99481 8.08345 38.0982
5208000 19.6238 10.271 7.49379 37.3886
5209000 19.9202 11.1026 7.46875 38.4915
5210000 20.3006 10.5837 7.40571 38.29
5211000 20.5326 10.9882 6.95044 38.4712
5212000 21.7639 11.5541 7.12775 40.4457
5213000 23.0083 11.4794 7.11974 41.6074
5214000 22.9574 11.3333 7.67664 41.9673
5215000 23.8101 11.6874 7.36941 42.8669
5216000 23.8119 13.3094 7.18904 44.3103
5217000 23.933 13.1209 7.12674 44.1806
5218000 23.024 13.3639 7.69087 44.0788
5219000 22.1404 13.2255 7.71497 43.0809
5220000 21.9228 12.8037 7.40206 42.1286
5221000 21.3422 11.9983 7.10938 40.4499
5222000 20.9368 12.6708 6.69913 40.3068
5223000 20.9346 12.6389 6.34649 39.92
5224000 22.0953 13.3766 6.31358 41.7854
5225000 22.3619 13.7753 6.40686 42.5441
5226000 22.3421 13.2065 6.48779 42.0364
5227000 22.4941 13.6606 6.54183 42.6966
5228000 21.6389 14.2285 6.94947 42.8169
5229000 20.0527 14.7217 6.4861 41.2606
5230000 19.7153 14.9465 6.29762 40.9594
5231000 20.2663 15.2228 6.01842 41.5076
5232000 19.5977 16.2221 5.87022 41.69
5233000 19.813 16.4313 6.21398 42.4583
5234000 19.3887 16.5755 6.21718 42.1815
5235000 19.4199 15.5709 6.24483 41.2357
5236000 19.2131 15.2258 6.19149 40.6304
5237000 19.2467 15.7107 5.90772 40.8652
5238000 19.8888 16.0453 6.53433 42.4684
5239000 18.9958 15.5792 6.69586 41.2709
5240000 19.5314 15.3218 6.89984 41.753
5241000 19.635 15.6092 6.93096 42.1752
5242000 20.2021 14.8259 6.69899 41.727
5243000 20.9959 14.5008 6.5422 42.0389
5244000 20.8064 15.3256 6.55464 42.6866
5245000 21.9224 15.6335 6.86083 44.4167
5246000 21.6281 16.1197 6.47229 44.22
5247000 21.548 16.6246 6.08869 44.2613
5248000 21.9269 16.4366 6.6541 45.0177
5249000 21.0793 17.0956 6.38902 44.5639
5250000 20.7482 17.4262 6.02062 44.1951
5251000 20.8764 16.8584 5.99173 43.7265
5252000 20.7096 16.3821 5.51074 42.6025
5253000 20.799 17.5646 5.86532 44.229
5254000 21.7573 18.4189 5.99102 46.1672
5255000 22.1358 18.1559 5.84143 46.1331
5256000 23.5566 18.1794 5.84371 47.5797
5257000 23.1611 17.4532 6.25477 46.869
5258000 22.9238 16.5545 6.26277 45.7411
5259000 24.4996 15.8945 6.30126 46.6954
5260000 27.1109 15.3971 6.85348 49.3615
5261000 28.2293 14.6068 6.63138 49.4675
5262000 26.8791 14.158 6.66359 47.7006
5263000 26.6316 14.9557 6.90259 48.4898
5264000 26.8151 14.5295 6.67038 48.015
5265000 28.6317 14.5743 6.38291 49.5889
5266000 28.0499 14.5384 6.54951 49.1378
5267000 28.9645 13.9885 6.70667 49.6597
5268000 27.7986 14.2942 6.70897 48.8017
5269000 26.6461 15.0271 6.71956 48.3928
5270000 26.2826 15.9777 7.05883 49.3191
5271000 27.4515 15.5815 7.30609 50.3391
5272000 28.1829 15.7072 7.32914 51.2192
5273000 26.9278 15.2171 8.02238 50.1673
5274000 27.5022 15.5293 7.52412 50.5557
5275000 27.4787 14.9984 7.76672 50.2438
5276000 28.1062 15.1249 7.83396 51.0651
5277000 27.3749 15.1917 7.60414 50.1707
5278000 25.6924 16.1822 6.96185 48.8364
5279000 23.5475 16.7774 6.81132 47.1363
5280000 22.34 17.0526 7.06176 46.4543
5281000 21.2903 17.0897 7.62173 46.0017
5282000 21.0515 15.5833 7.70709 44.3419
5283000 21.4016 15.4081 7.78076 44.5904
5284000 21.8108 15.3231 8.10694 45.2408
5285000 21.496 15.4207 8.12945 45.0461
5286000 21.4038 15.7007 8.07249 45.177
5287000 22.5441 16.2745 8.85338 47.672
5288000 22.8049 15.85 8.69971 47.3547
5289000 22.8794 15.5992 8.64215 47.1207
5290000 22.9177 15.6443 9.19192 47.7539
5291000 23.5092 15.4406 8.98965 47.9394
5292000 24.3833 15.1499 9.05284 48.586
5293000 24.8359 14.9903 8.50304 48.3292
5294000 25.1485 14.5158 8.32924 47.9936
5295000 23.8579 15.0142 8.5107 47.3828
5296000 23.6307 15.9079 9.00796 48.5466
5297000 23.578 16.0011 9.11549 48.6946
5298000 23.5035 16.0553 9.68972 49.2485
5299000 23.6508 15.8765 9.85537 49.3826
5300000 23.8135 17.1419 10.0435 50.9989
5301000 24.0135 17.4203 9.43068 50.8645
5302000 24.6351 17.8512 8.765 51.2513
5303000 25.4772 16.773 9.51285 51.763
5304000 27.4333 17.6989 9.93938 55.0716
5305000 27.0942 17.8489 9.26112 54.2043
5306000 26.1171 18.2031 9.79078 54.1109
5307000 25.9283 18.7511 10.1405 54.8199
5308000 28.0142 19.5994 10.2788 57.8925
5309000 27.3729 20.1482 9.48242 57.0035
5310000 25.8009 19.7928 9.3858 54.9795
5311000 25.8039 18.7491 8.97909 53.5322
5312000 26.9956 18.0513 8.42722 53.4741
5313000 28.6583 18.4536 7.94042 55.0523
5314000 29.2037 18.2699 8.22938 55.703
5315000 28.5456 18.9716 8.46201 55.9792
5316000 28.4687 19.1773 8.05163 55.6977
5317000 28.3112 19.4821 8.15746 55.9508
5318000 28.3395 20.0337 8.4606 56.8338
5319000 28.3881 19.42 9.28756 57.0956
5320000 26.8834 20.8271 8.74515 56.4557
5321000 27.322 22.1341 8.15368 57.6098
5322000 28.1976 22.3876 8.43308 59.0182
5323000 29.5434 21.9243 8.51573 59.9834
5324000 30.5071 21.5881 9.00309 61.0983
5325000 30.9071 21.641 9.06475 61.6129
5326000 31.0031 21.1061 9.18511 61.2943
5327000 31.4339 20.9558 9.37948 61.7692
5328000 29.9179 21.6033 9.05474 60.5759
5329000 29.9332 21.2983 8.89269 60.1242
5330000 31.3059 22.5032 8.60031 62.4095
5331000 31.1607 22.2558 9.17043 62.587
5332000 30.7767 22.7002 9.32929 62.8061
5333000 31.1113 23.6444 9.62766 64.3833
5334000 30.3809 23.2208 9.63404 63.2357
5335000 30.402 22.3865 9.81814 62.6066
5336000 29.1184 22.3398 10.1162 61.5745
5337000 28.016 23.4315 10.5832 62.0308
5338000 26.6111 23.7285 11.1688 61.5084
5339000 27.4181 23.8351 11.4407 62.6939
5340000 28.223 23.9423 10.8602 63.0256
5341000 29.5955 24.4961 11.1074 65.199
5342000 31.7692 25.0641 10.8434 67.6766
5343000 31.049 23.6392 10.642 65.3302
5344000 31.4711 22.6964 10.5227 64.6902
5345000 32.213 21.5483 9.67271 63.434
5346000 32.4839 21.4849 9.24379 63.2126
5347000 32.0336 21.4232 9.45027 62.907
5348000 32.4876 21.7261 9.98932 64.203
5349000 32.1873 21.9966 10.3341 64.5179
5350000 33.1147 21.7755 10.1519 65.0421
5351000 32.3075 22.603 10.1212 65.0318
5352000 32.3222 23.3378 10.5381 66.1981
5353000 30.9052 24.2651 10.3205 65.4908
5354000 30.433 24.0129 9.91971 64.3656
5355000 29.3371 24.7102 9.62236 63.6697
5356000 30.0012 24.452 9.23952 63.6928
5357000 30.0017 24.4053 9.0784 63.4854
5358000 30.5815 24.3772 10.1622 65.1209
5359000 31.611 24.0833 10.1194 65.8136
5360000 31.6783 23.7523 9.96156 65.3921
5361000 30.7874 23.4917 10.1606 64.4396
5362000 30.2965 23.2673 10.5394 64.1031
5363000 29.0928 23.5576 10.1795 62.8299
5364000 28.2415 24.2988 10.1072 62.6475
5365000 29.3033 24.062 9.64707 63.0124
5366000 28.7786 24.8917 9.89973 63.57
5367000 27.1357 24.5278 9.46266 61.1262
5368000 25.7314 24.7222 9.77588 60.2295
5369000 26.1607 24.2845 10.3431 60.7883
5370000 27.0969 23.3707 10.3455 60.8131
5371000 29.3751 23.5556 10.4496 63.3802
5372000 30.0711 23.1032 10.8396 64.0139
5373000 30.0533 22.5088 11.3736 63.9356
5374000 30.8364 22.1536 11.5258 64.5158
5375000 31.4918 22.068 11.2558 64.8157
5376000 29.9724 21.6072 11.2142 62.7939
5377000 29.2291 20.6191 11.1945 61.0427
5378000 30.4364 20.3402 11.8205 62.5971
5379000 31.4769 20.9472 11.8007 64.2248
5380000 31.6873 21.3826 11.2374 64.3073
5381000 32.2718 21.2436 11.5491 65.0644
5382000 32.0088 22.0675 11.7021 65.7783
5383000 32.2706 22.4885 11.6454 66.4045
5384000 31.8666 20.846 11.0909 63.8035
5385000 31.6981 21.3459 10.9491 63.9931
5386000 31.0886 21.5289 11.6287 64.2462
5387000 29.297 21.0055 12.2165 62.519
5388000 29.7556 20.9175 13.0321 63.7052
5389000 29.3564 20.4984 12.032 61.8868
5390000 29.0692 20.2832 12.0339 61.3863
5391000 28.1854 19.0463 12.1646 59.3964
5392000 28.855 19.1043 11.713 59.6723
5393000 28.6318 18.642 12.1284 59.4022
5394000 29.454 17.3939 12.6481 59.4959
5395000 29.0497 16.6359 12.2259 57.9116
5396000 29.3684 15.6679 12.7634 57.7997
5397000 30.8337 15.0593 13.4106 59.3035
5398000 31.4536 14.5029 14.5833 60.5398
5399000 30.9183 13.9368 14.8187 59.6739
5400000 30.0743 13.9165 14.8636 58.8545
5401000 28.7156 13.8831 14.5248 57.1234
5402000 28.895 12.6801 14.1785 55.7536
5403000 28.5104 12.6522 13.9661 55.1287
5404000 29.2219 13.2921 14.3151 56.829
5405000 29.7332 13.5055 14.2391 57.4777
5406000 29.2473 12.6777 13.7173 55.6423
5407000 29.0637 13.1809 13.7434 55.988
5408000 28.8064 13.089 12.948 54.8434
5409000 28.4631 12.6736 11.8492 52.9859
5410000 28.5155 13.5001 12.2381 54.2537
5411000 28.9045 13.2515 13.2168 55.3728
5412000 29.1238 13.1832 13.9715 56.2785
5413000 28.5141 13.2278 13.4891 55.231
5414000 29.4337 13.43 13.9845 56.8482
5415000 29.5312 12.9719 14.4914 56.9944
5416000 28.8841 12.5851 14.2301 55.6993
5417000 27.7964 12.4376 13.7285 53.9625
5418000 28.2654 12.5395 14.7 55.5049
5419000 28.9207 11.7139 15.2982 55.9328
5420000 27.9116 11.4619 14.6744 54.0479
5421000 26.8335 12.2904 13.5363 52.6602
5422000 26.6615 12.7053 13.7177 53.0844
5423000 25.4347 12.5345 13.7633 51.7326
5424000 26.432 12.3523 13.5138 52.2981
5425000 26.5064 11.8526 12.7838 51.1428
5426000 27.1854 12.0969 12.4639 51.7462
5427000 26.5417 12.0374 12.0845 50.6636
5428000 25.3818 12.1569 11.6589 49.1976
5429000 24.1425 12.9792 12.1134 49.235
5430000 23.684 13.6054 12.7993 50.0888
5431000 23.3734 14.2305 13.6575 51.2614
5432000 24.5948 13.6161 14.0421 52.2531
5433000 25.7106 13.0694 14.3177 53.0977
5434000 26.0857 13.474 13.6348 53.1945
5435000 26.3885 13.5762 12.7167 52.6814
5436000 26.3065 14.0077 12.776 53.0903
5437000 26.4697 13.7024 12.1443 52.3164
5438000 26.5979 13.9872 12.4351 53.0202
5439000 26.9359 13.7601 13.1387 53.8347
5440000 26.6036 13.6422 13.3188 53.5645
5441000 25.4739 13.409 13.6617 52.5446
5442000 26.0537 13.3388 14.5499 53.9424
5443000 26.0124 13.8501 14.5244 54.387
5444000 26.2767 14.279 14.6878 55.2436
5445000 27.08 14.887 14.9907 56.9576
5446000 26.7302 14.4502 15.6328 56.8131
5447000 26.6934 14.4321 14.956 56.0815
5448000 26.299 14.7673 14.8861 55.9523
5449000 25.8384 15.0479 14.2751 55.1614
5450000 25.49 14.6334 14.1918 54.3152
5451000 26.172 15.1274 14.642 55.9414
5452000 27.1499 16.1725 14.967 58.2895
5453000 27.5037 16.9879 14.8173 59.3089
5454000 27.9309 16.7223 14.8578 59.511
5455000 27.1391 16.6154 14.5759 58.3303
5456000 27.4466 17.1699 14.3797 58.9963
5457000 26.6265 18.0181 14.5381 59.1828
5458000 26.8608 17.6232 14.5819 59.0659
5459000 26.9694 17.6347 14.2152 58.8193
5460000 26.3427 17.7749 14.7202 58.8377
5461000 26.8804 17.9088 14.9907 59.7799
5462000 27.584 16.6074 15.3199 59.5114
5463000 27.9986 16.1446 15.0597 59.2029
5464000 27.9025 16.4647 14.1713 58.5384
5465000 28.1847 16.949 14.2139 59.3476
5466000 28.7591 17.4433 13.4734 59.6758
5467000 29.5799 18.0779 13.17 60.8278
5468000 28.8971 18.0445 12.3873 59.3289
5469000 28.2011 17.485 12.0564 57.7425
5470000 27.1562 16.7318 11.3921 55.2801
5471000 25.6117 16.3791 11.7462 53.7371
5472000 24.5015 15.9728 11.6807 52.155
5473000 25.6401 15.4964 11.4441 52.5805
5474000 25.5826 16.0999 11.1255 52.8079
5475000 25.1552 15.9261 11.1737 52.255
5476000 25.0601 16.0084 9.89724 50.9658
5477000 25.332 16.5142 9.74714 51.5934
5478000 25.4444 16.5762 9.49328 51.5139
5479000 24.7865 17.1507 9.62904 51.5662
5480000 24.1345 17.6321 9.65621 51.4228
5481000 23.658 17.4806 9.90051 51.0391
5482000 23.8818 17.9231 9.99143 51.7964
5483000 24.8226 17.8444 9.93635 52.6034
5484000 26.3465 17.8811 9.2033 53.4308
5485000 26.0121 17.9693 9.44407 53.4255
5486000 25.4845 18.0712 9.70403 53.2597
5487000 25.3572 18.2896 9.84064 53.4874
5488000 25.6099 19.0281 9.77303 54.411
5489000 26.6144 18.6134 9.49567 54.7234
5490000 27.4343 18.5556 9.50712 55.4971
5491000 27.4096 18.5684 9.74072 55.7187
5492000 26.6283 18.9322 9.50291 55.0633
5493000 26.1692 19.0982 9.92772 55.1951
5494000 26.1677 19.2678 10.6697 56.1052
5495000 25.8162 19.1226 10.5679 55.5067
5496000 25.5186 18.3833 10.2864 54.1883
5497000 25.4541 17.9858 10.1706 53.6105
5498000 25.5622 19.0298 9.69381 54.2858
5499000 25.8589 19.0833 9.58874 54.5309
5500000 26.5912 19.3483 9.51506 55.4545
5501000 27.8758 20.0276 9.39914 57.3025
5502000 28.1239 19.0225 9.7391 56.8855
5503000 28.4471 19.7219 9.61449 57.7835
5504000 28.0751 20.1566 9.01978 57.2515
5505000 27.6877 19.62 9.04227 56.3499
5506000 28.261 19.88 9.34564 57.4866
5507000 28.7883 19.8 9.82675 58.4151
5508000 29.3781 19.6267 10.1697 59.1745
5509000 27.5261 20.0224 10.0878 57.6364
5510000 27.1566 19.9078 9.68698 56.7514
5511000 26.7884 19.7796 9.03526 55.6032
5512000 26.7014 18.8707 9.43949 55.0116
5513000 27.6534 19.5269 9.46619 56.6465
5514000 27.2772 19.8446 9.20526 56.327
5515000 28.7528 20.2193 8.97686 57.949
5516000 30.1215 20.2673 8.56819 58.9569
5517000 30.4063 21.1092 8.40066 59.9162
5518000 30.2983 20.919 7.99195 59.2092
5519000 30.8092 20.2687 8.32339 59.4013
5520000 29.948 20.4714 8.29478 58.7142
5521000 29.3674 19.6764 8.71104 57.7548
5522000 29.5705 19.2381 9.32437 58.133
5523000 28.7665 18.8499 9.41116 57.0276
5524000 27.8932 18.9437 9.7416 56.5784
5525000 27.9365 18.6656 9.49704 56.0991
5526000 28.2648 18.5687 8.97303 55.8065
5527000 28.0895 18.4483 8.70827 55.2461
5528000 29.3206 17.7099 8.51803 55.5485
5529000 29.7263 17.4092 8.89291 56.0284
5530000 29.3602 18.6431 8.82021 56.8236
5531000 29.3726 19.2447 8.98415 57.6014
5532000 29.8836 19.1757 9.11978 58.179
5533000 30.7407 19.8167 9.40723 59.9646
5534000 31.1729 19.393 9.18341 59.7493
5535000 30.5418 19.2946 9.10685 58.9432
5536000 31.3421 18.0276 9.02911 58.3988
5537000 30.6644 18.0185 9.49807 58.1809
5538000 30.765 18.6598 9.59633 59.0212
5539000 31.2086 18.1331 9.6264 58.9681
5540000 30.8599 18.7603 9.06393 58.6841
5541000 29.6339 18.6114 9.49277 57.738
5542000 30.3295 18.4555 9.87955 58.6645
5543000 30.27 18.6945 9.58441 58.5489
5544000 29.2024 18.6 8.89016 56.6925
5545000 27.9872 18.8188 8.23411 55.0401
5546000 26.5992 18.3258 8.12156 53.0466
5547000 26.456 18.0771 8.43231 52.9654
5548000 26.2023 18.6823 8.72451 53.6091
5549000 27.2301 18.8078 8.90762 54.9456
5550000 27.3841 18.1227 8.55362 54.0604
5551000 27.7596 17.5814 8.91238 54.2534
5552000 28.6378 17.2601 9.43708 55.335
5553000 29.1211 16.9829 9.4182 55.5222
5554000 29.486 16.9607 9.60419 56.0509
5555000 29.1538 17.0504 9.59913 55.8034
5556000 29.5431 17.542 9.70743 56.7925
5557000 30.1509 18.7682 9.58633 58.5054
5558000 29.8501 18.3142 9.59302 57.7573
5559000 28.1849 17.6448 9.43565 55.2654
5560000 27.8112 17.5796 9.383 54.7739
5561000 28.3887 17.8162 9.02713 55.2321
5562000 28.1388 17.2179 9.30011 54.6569
5563000 28.8294 16.5996 9.32274 54.7517
5564000 27.9457 16.4493 9.29749 53.6925
5565000 26.787 15.8458 9.19321 51.826
5566000 26.8193 15.4116 9.70817 51.939
5567000 27.0795 15.3971 9.90896 52.3856
5568000 27.2401 15.4277 10.4565 53.1243
5569000 28.3765 14.5907 10.9655 53.9327
5570000 29.0721 14.8327 11.5273 55.4321
5571000 28.6321 14.8478 11.2764 54.7563
5572000 29.131 14.5395 11.0139 54.6844
5573000 28.1408 14.5551 10.6561 53.352
5574000 27.3909 15.1124 11.2077 53.711
5575000 27.4995 15.7047 11.2075 54.4118
5576000 29.6626 15.5516 10.3828 55.597
5577000 31.1769 15.6906 9.93649 56.804
5578000 30.068 15.7336 9.66562 55.4672
5579000 30.7601 15.748 9.39138 55.8995
5580000 32.0425 16.6716 9.56049 58.2745
5581000 31.9428 16.8996 10.0945 58.9369
5582000 32.58 16.9888 9.49382 59.0626
5583000 32.4697 16.4799 9.19334 58.1429
5584000 30.5039 16.2704 8.96719 55.7415
5585000 30.2646 16.7408 8.84479 55.8502
5586000 30.9998 16.7317 8.7439 56.4754
5587000 31.5186 16.8226 8.73902 57.0802
5588000 32.6061 16.5629 9.2428 58.4118
5589000 34.0244 16.91 8.98272 59.9172
5590000 34.3916 17.2788 8.76734 60.4377
5591000 33.8503 17.1074 8.73976 59.6974
5592000 34.2762 17.4429 9.08698 60.8061
