# Time-averaged data for fix eint_out
# TimeStep c_eint_total c_eint_water c_eint_pair
11041000 -2818.89 -4911.19 -1183.53
11042000 -2850.96 -4785.42 -1172.51
11043000 -2787.42 -4911.82 -1163.03
11044000 -2771.38 -4982.5 -1155.2
11045000 -2816.98 -4945.72 -1176.27
11046000 -2853.73 -4864.86 -1192.99
11047000 -2832.59 -4911 -1188.78
11048000 -2811.55 -4988.23 -1191.06
11049000 -2844.04 -4901.44 -1196.67
11050000 -2804.29 -5004.52 -1178.4
11051000 -2795.25 -5010.61 -1163.79
11052000 -2819.39 -4941.05 -1186.37
11053000 -2820.49 -4923.48 -1179.65
11054000 -2818.49 -4982.06 -1186.09
11055000 -2823.8 -4960.23 -1178.31
11056000 -2805.51 -5065.27 -1167.21
11057000 -2797.1 -5050.96 -1181.15
11058000 -2818.77 -5034.77 -1181.7
11059000 -2783.65 -5053.82 -1177.13
11060000 -2854.16 -4917.76 -1196.95
11061000 -2790.43 -4992.53 -1170.82
11062000 -2840.36 -4954.95 -1195.4
11063000 -2788.73 -5031.84 -1187.44
11064000 -2820.93 -4939.59 -1184.34
11065000 -2844.29 -4885.93 -1189.12
11066000 -2824.18 -4901.41 -1199.95
11067000 -2838.92 -4934.75 -1202.24
11068000 -2810.16 -4999.27 -1180.85
11069000 -2798.57 -5008.13 -1179.07
11070000 -2770.74 -4949.78 -1166.46
11071000 -2826.24 -4894.8 -1185.68
11072000 -2809.82 -5005.9 -1178.26
11073000 -2788.92 -5031.3 -1163.63
11074000 -2822.05 -4943.42 -1184.81
11075000 -2820.24 -4896.53 -1207.37
11076000 -2792.37 -4983.94 -1197.29
11077000 -2765.99 -4890.97 -1172.5
11078000 -2817.8 -4868.96 -1198.8
11079000 -2811.39 -4854.68 -1185.23
11080000 -2835.52 -4841.09 -1179.56
11081000 -2818 -4813.24 -1184.76
11082000 -2859.59 -4771.92 -1193.31
11083000 -2838.4 -4855.5 -1182.76
11084000 -2882.81 -4782.59 -1211.61
11085000 -2839.57 -4868.92 -1197.86
11086000 -2783.12 -4912.72 -1173.89
11087000 -2774.89 -4997.74 -1159.94
11088000 -2782.71 -4909.32 -1160.07
11089000 -2848.96 -4815.25 -1180.45
11090000 -2860.37 -4896.3 -1181.79
11091000 -2839.63 -4879.93 -1186.83
11092000 -2807.68 -4959.62 -1183.38
11093000 -2782.47 -4997.15 -1169.1
11094000 -2798.4 -5025.07 -1188.01
11095000 -2829.27 -4965.15 -1185.17
11096000 -2863.85 -4986.87 -1193.07
11097000 -2816.5 -5041.66 -1187.62
11098000 -2855.58 -5017.09 -1213.08
11099000 -2860.16 -4997.4 -1186.59
11100000 -2766.6 -5015.75 -1184.68
11101000 -2739.55 -5133.53 -1186.77
11102000 -2765.3 -5114.14 -1179.58
11103000 -2791.74 -5035.88 -1190.27
11104000 -2775.93 -5092.55 -1192.8
11105000 -2755.98 -5120.99 -1177.34
11106000 -2753.59 -5138.87 -1180.62
11107000 -2710.22 -5148.06 -1162.23
11108000 -2766.44 -5111.04 -1180.51
11109000 -2782.26 -5127.87 -1200.45
11110000 -2798 -5110.47 -1200.18
11111000 -2790.24 -5112.53 -1200.67
11112000 -2743.95 -5127.12 -1195.39
11113000 -2790.08 -5064.09 -1230.72
11114000 -2824.21 -4958.65 -1243.02
11115000 -2812.41 -4944.16 -1228.31
11116000 -2807.3 -4924.32 -1212.93
11117000 -2750.37 -5078.16 -1192.91
11118000 -2731.25 -5040.04 -1178.56
11119000 -2730.89 -4985.18 -1185.68
11120000 -2733.7 -4956.63 -1184.44
11121000 -2765.42 -4936.41 -1188.53
11122000 -2736.27 -4899.56 -1176.36
11123000 -2719.95 -4883.22 -1169.12
11124000 -2724.21 -4942.52 -1161.06
11125000 -2725.8 -4901.21 -1168.21
11126000 -2729.34 -4908.36 -1170.11
11127000 -2723.94 -4917.75 -1165.04
11128000 -2717.46 -4956.48 -1147.52
11129000 -2717.68 -4914.73 -1148.18
11130000 -2741.33 -4906.59 -1165.78
11131000 -2763.62 -4829.55 -1183.65
11132000 -2707.64 -4892.23 -1157.35
11133000 -2639.91 -5034.9 -1141.24
11134000 -2691.09 -5003.57 -1167.64
11135000 -2722.52 -4920.68 -1153.81
11136000 -2688.15 -4963.45 -1139.71
11137000 -2675.01 -4962.72 -1127.39
11138000 -2675.78 -4937.95 -1141.95
11139000 -2685.62 -4935.27 -1159.53
11140000 -2710.72 -4920.34 -1165.32
11141000 -2708.67 -4917.66 -1139.97
11142000 -2678.64 -4969.4 -1148.13
11143000 -2696.49 -4886.24 -1146.17
11144000 -2734.49 -4909.2 -1155.44
11145000 -2700.39 -4924.94 -1138.88
11146000 -2759.96 -4807.89 -1171.94
11147000 -2733.06 -4835.56 -1155.16
11148000 -2746.1 -4868.95 -1161.99
11149000 -2756.61 -4843.37 -1169.02
11150000 -2786.24 -4858.5 -1187.54
11151000 -2854.65 -4689.1 -1209.4
11152000 -2880.86 -4682.74 -1194.21
11153000 -2840.65 -4775.48 -1188.99
11154000 -2847.41 -4745.95 -1188.63
11155000 -2897.68 -4709.1 -1208.93
11156000 -2866.72 -4808.82 -1212.96
11157000 -2860.86 -4829.35 -1205.03
11158000 -2879.36 -4800.28 -1202.26
11159000 -2868.12 -4811.51 -1207.18
11160000 -2882.84 -4798.48 -1212.06
11161000 -2880.22 -4747.78 -1210
11162000 -2872.15 -4730.5 -1207.75
11163000 -2895.33 -4679.13 -1212.11
11164000 -2865.26 -4719.1 -1209.55
11165000 -2876.68 -4713.81 -1220.66
11166000 -2878.23 -4669.32 -1211.47
11167000 -2863.55 -4691.9 -1210.67
11168000 -2904.02 -4678.57 -1227.86
11169000 -2833.3 -4698.13 -1184.91
11170000 -2836.13 -4703.44 -1185.65
11171000 -2869.25 -4682.43 -1196.18
11172000 -2908.33 -4631.59 -1203.4
11173000 -2912.43 -4738.5 -1215.7
11174000 -2894.98 -4714.01 -1213.49
11175000 -2893.4 -4748.45 -1205.67
11176000 -2871.85 -4754.91 -1178.34
11177000 -2867.02 -4706.51 -1175.19
11178000 -2884.1 -4691 -1179.89
11179000 -2863.96 -4699.06 -1193.35
11180000 -2820.21 -4754.17 -1192.53
11181000 -2819.07 -4753.34 -1175.85
11182000 -2828.91 -4772.4 -1184.98
11183000 -2823.63 -4739.83 -1179
11184000 -2821.73 -4847.46 -1170.46
11185000 -2796.56 -4833.92 -1185.09
11186000 -2800.68 -4837.43 -1180.52
11187000 -2834.84 -4784.63 -1189.13
11188000 -2757.11 -4853.85 -1155.58
11189000 -2821.5 -4767.05 -1182.94
11190000 -2840.29 -4771.48 -1197.35
11191000 -2860.7 -4749.02 -1195.33
11192000 -2825.6 -4808.73 -1207.49
11193000 -2827.33 -4782.2 -1207.48
11194000 -2845.15 -4822.66 -1209.6
11195000 -2841.08 -4837.63 -1206.05
11196000 -2837.61 -4837.36 -1211.71
11197000 -2792.34 -4910.04 -1195.06
11198000 -2801.78 -4952.35 -1191.14
11199000 -2810.7 -4865.76 -1166.8
11200000 -2806.49 -4860.82 -1193.02
11201000 -2747.26 -4931.19 -1176.91
11202000 -2754.63 -4873.01 -1179.38
11203000 -2737.6 -4906.03 -1184.57
11204000 -2659.52 -5001.25 -1141.76
11205000 -2714.28 -4962.19 -1155.89
11206000 -2690.25 -5013.21 -1153.75
11207000 -2712.53 -4992.72 -1152.67
11208000 -2727.67 -4990.84 -1164.11
11209000 -2773.85 -4884.46 -1160.93
11210000 -2811.29 -4793.17 -1179.56
11211000 -2795.93 -4792.63 -1173
11212000 -2751.98 -4897.99 -1157.03
11213000 -2739.01 -4921.61 -1156.33
11214000 -2721.02 -4922.55 -1166.32
11215000 -2720.39 -4889.28 -1161.65
11216000 -2757.38 -4805.55 -1174.05
11217000 -2781.6 -4855.52 -1197.93
11218000 -2816.5 -4882.22 -1194.81
11219000 -2801.15 -4911.01 -1181.84
11220000 -2780.8 -5011.6 -1173.65
11221000 -2764.22 -4966.49 -1179.32
11222000 -2779.58 -4934.93 -1163.91
11223000 -2757.08 -4974.07 -1164.38
11224000 -2751.71 -4923.37 -1166.74
11225000 -2786.14 -4922.56 -1171.56
11226000 -2778.22 -4909.49 -1180
11227000 -2761.72 -4896.4 -1169.19
11228000 -2761.81 -4902.12 -1164.68
11229000 -2793.44 -4907.9 -1163.48
11230000 -2764.47 -4916.32 -1157.86
11231000 -2715.52 -4927.37 -1125.1
11232000 -2779.51 -5002.87 -1168.3
11233000 -2790.38 -4924.94 -1157.65
11234000 -2803.41 -4920.21 -1184.23
11235000 -2738.29 -4945.32 -1154.87
11236000 -2745.45 -5006.37 -1163.09
11237000 -2797.89 -4890.18 -1176.35
11238000 -2753.31 -4916.35 -1172.64
11239000 -2773.25 -4915.31 -1175.95
11240000 -2810.4 -4861.48 -1187.08
11241000 -2783.44 -4910.65 -1173.29
11242000 -2825.01 -4890.71 -1201.61
11243000 -2786.98 -4921.82 -1182.54
11244000 -2811.17 -4919.85 -1186.41
11245000 -2844.94 -4847.94 -1199.02
11246000 -2796.52 -4822.36 -1166.21
11247000 -2833.91 -4825.04 -1168.83
11248000 -2784.34 -4913.24 -1161.43
11249000 -2741.99 -5005.17 -1162.44
11250000 -2758.2 -4970.65 -1164.96
11251000 -2793.48 -4903.11 -1171.52
11252000 -2788.67 -4934.46 -1171.24
11253000 -2786.47 -4901.44 -1165.15
11254000 -2783.32 -4898.03 -1171.5
11255000 -2796.55 -4892.5 -1180.5
11256000 -2813.19 -4894.8 -1186.98
11257000 -2808.97 -4894.08 -1171.05
11258000 -2824.98 -4898.63 -1182.69
11259000 -2814.5 -4957.07 -1190.65
11260000 -2875.84 -4852.84 -1195.39
11261000 -2846.4 -4870.86 -1201.25
11262000 -2850.78 -4832.83 -1191.35
11263000 -2875.14 -4815.93 -1198.85
11264000 -2871.21 -4781.84 -1198.19
11265000 -2853.5 -4842.19 -1193.12
11266000 -2854.01 -4816.31 -1191.75
11267000 -2855.5 -4845.18 -1204.42
11268000 -2853.3 -4836.72 -1188.88
11269000 -2878.21 -4866.45 -1186.01
11270000 -2881.17 -4864.08 -1179.53
11271000 -2901.81 -4826.69 -1202.44
11272000 -2835.2 -4845.97 -1173.65
11273000 -2852.86 -4835.46 -1173.67
11274000 -2797.42 -4844.63 -1165.18
11275000 -2807.38 -4811.16 -1176.81
11276000 -2777.6 -4901.86 -1168.15
11277000 -2799 -4952.25 -1175.77
11278000 -2825.49 -4938.52 -1184.64
11279000 -2830.66 -4939.95 -1195.05
11280000 -2820.92 -4877.78 -1188.56
11281000 -2776.8 -4952.56 -1180.2
11282000 -2772.16 -4905.09 -1172.93
11283000 -2802.01 -4881.36 -1165.78
11284000 -2742.37 -4979.39 -1159.82
11285000 -2755.81 -4967.06 -1155.85
11286000 -2813.12 -4875.3 -1170.58
11287000 -2846.73 -4789.69 -1181.47
11288000 -2835.24 -4785.22 -1171.69
11289000 -2841.91 -4768.34 -1183.02
11290000 -2811.11 -4806.49 -1168.96
11291000 -2847.47 -4788.85 -1170.28
11292000 -2862.55 -4771.05 -1174.47
11293000 -2816.74 -4860.97 -1152
11294000 -2837.41 -4837.05 -1160.51
11295000 -2867.37 -4789.89 -1166.21
11296000 -2837.45 -4825.87 -1165.4
11297000 -2799.88 -4809.41 -1135.51
11298000 -2826.5 -4839.67 -1158.8
11299000 -2839.33 -4841.79 -1154
11300000 -2881.91 -4914.35 -1174.48
11301000 -2812.13 -4944.54 -1166.87
11302000 -2834.69 -4816.79 -1179.99
11303000 -2839.44 -4793.99 -1181.46
11304000 -2834.05 -4882.55 -1183.21
11305000 -2775.54 -4926.37 -1134.5
11306000 -2820.75 -4904.33 -1157.55
11307000 -2816.79 -4882.32 -1151.1
11308000 -2861.2 -4836.53 -1167.73
11309000 -2840.46 -4907.46 -1166.3
11310000 -2873.29 -4915.7 -1189.82
11311000 -2829.68 -4930.26 -1169.63
11312000 -2850.81 -4827.64 -1162.99
11313000 -2832.08 -4846.22 -1161.97
11314000 -2780.4 -4909.15 -1160.19
11315000 -2773.46 -4856.71 -1140.63
11316000 -2792.43 -4890.99 -1160.04
11317000 -2781.15 -4915.94 -1138.71
11318000 -2803.01 -4854.2 -1157.77
11319000 -2820.28 -4835.07 -1156.57
11320000 -2819.49 -4868.26 -1162.81
11321000 -2837.02 -4848.93 -1153.01
11322000 -2818.29 -4806.34 -1147.13
11323000 -2821.2 -4866.78 -1142.01
11324000 -2820.01 -4890.4 -1150.14
11325000 -2821.64 -4858.05 -1145.99
11326000 -2873.76 -4874.63 -1160.04
11327000 -2857.83 -4856.55 -1156.35
11328000 -2839.68 -4878.88 -1150.53
11329000 -2815.85 -4912.3 -1157.07
11330000 -2834.07 -4924.13 -1161.06
11331000 -2795.87 -4952.16 -1142.77
11332000 -2796.59 -5009.72 -1148.48
11333000 -2791.4 -5006.36 -1150.01
11334000 -2773.57 -5043.8 -1151.62
11335000 -2784.69 -5011.12 -1158.4
11336000 -2772.68 -5073.14 -1157.88
11337000 -2816.23 -4995.22 -1163.72
11338000 -2803.47 -5043.61 -1152.81
11339000 -2830.85 -5055 -1163.4
11340000 -2831.84 -5057.39 -1163.33
11341000 -2845.94 -4990.67 -1170
11342000 -2771.02 -5083.05 -1149.62
11343000 -2798.63 -5069.4 -1149.98
11344000 -2803.3 -5032.04 -1150.22
11345000 -2805.35 -5026.16 -1140.1
11346000 -2798.66 -5054.93 -1152.53
11347000 -2786.91 -5026.45 -1145.36
11348000 -2832.33 -4887.2 -1161.7
11349000 -2834.12 -4866.64 -1166.75
11350000 -2848.04 -4863.37 -1181.33
11351000 -2798.11 -4910.37 -1169.22
11352000 -2828.26 -4903.4 -1168.31
11353000 -2894.55 -4847.87 -1182.66
11354000 -2883.42 -4827.58 -1169.26
11355000 -2888.32 -4824.32 -1177.78
11356000 -2841.03 -4854.5 -1156.98
11357000 -2808.94 -4864.78 -1163.56
11358000 -2772.76 -4947.68 -1139.51
11359000 -2854.02 -4834.39 -1151.58
11360000 -2873.6 -4866 -1155.19
11361000 -2835.07 -4914.79 -1168.7
11362000 -2817.8 -4935.71 -1163.21
11363000 -2782.03 -4919.33 -1154.4
11364000 -2823.67 -4911.87 -1164.07
11365000 -2792.38 -4934.29 -1141.52
11366000 -2778.32 -4960.84 -1135.44
11367000 -2756.01 -5037.3 -1122.39
11368000 -2779.99 -4985.34 -1130.43
11369000 -2802.99 -4945.69 -1132.42
11370000 -2845.58 -4842.07 -1150.35
11371000 -2846.06 -4836.33 -1162.88
11372000 -2830.79 -4845.4 -1176.51
11373000 -2828.84 -4832.86 -1167.02
11374000 -2801.16 -4839.51 -1159.69
11375000 -2811.5 -4789.85 -1170.98
11376000 -2871.59 -4802.65 -1181.62
11377000 -2834.18 -4810.63 -1180.64
11378000 -2817.85 -4766.04 -1185.68
11379000 -2836.56 -4754.42 -1182.83
11380000 -2902.01 -4697.63 -1194.52
11381000 -2882.58 -4755.17 -1187.86
11382000 -2854.85 -4761.63 -1178.58
11383000 -2916.03 -4723.91 -1182.49
11384000 -2904.8 -4755.79 -1176.12
11385000 -2867.02 -4778.06 -1160.52
11386000 -2840.07 -4827.44 -1157.2
11387000 -2857.05 -4773.44 -1176.34
11388000 -2821.11 -4804.98 -1152.8
11389000 -2895.38 -4760.9 -1179.62
11390000 -2840.55 -4835.82 -1161.83
11391000 -2841.95 -4793.42 -1155.99
11392000 -2844.19 -4764.8 -1173.44
11393000 -2823.93 -4774.22 -1169.12
11394000 -2875.18 -4653.32 -1194.2
11395000 -2823.24 -4711.97 -1169.49
11396000 -2887.27 -4701.25 -1182.25
11397000 -2900.51 -4658.42 -1176.04
11398000 -2809.54 -4746.75 -1166.97
11399000 -2757.98 -4894.98 -1174.31
11400000 -2752.99 -4940.31 -1157.47
11401000 -2848.46 -4844.61 -1178.5
11402000 -2892.7 -4816.93 -1188.13
11403000 -2817.63 -4860.07 -1173.42
11404000 -2795.28 -4870.22 -1145.79
11405000 -2825.97 -4879.07 -1155.29
11406000 -2826.06 -4949.19 -1168.09
11407000 -2842.21 -4840.8 -1168.76
11408000 -2860.15 -4872.68 -1180.22
11409000 -2872.65 -4906.58 -1180.04
11410000 -2888.27 -4844.05 -1177.77
11411000 -2818.74 -4890.33 -1165.6
11412000 -2835.3 -4902.28 -1176.95
11413000 -2846.19 -4857.07 -1169.71
11414000 -2851.57 -4847.54 -1177.35
11415000 -2853.35 -4773.1 -1188.71
11416000 -2853.05 -4773.04 -1190.23
11417000 -2816.99 -4919.53 -1170.03
11418000 -2843.77 -4864.32 -1189.3
11419000 -2816.3 -4866.24 -1183.54
11420000 -2781.73 -4917.59 -1178.17
11421000 -2820.39 -4931.63 -1198.85
11422000 -2756.7 -4959.72 -1175.14
11423000 -2777.69 -4992.44 -1163.21
11424000 -2746.13 -5004.17 -1164.58
11425000 -2788.21 -4931.21 -1185.55
11426000 -2828.2 -4961.76 -1196.48
11427000 -2788.25 -5001.71 -1185.18
11428000 -2759.56 -5019.58 -1178.64
11429000 -2750.55 -5015.13 -1124.67
11430000 -2812.62 -4925.48 -1153.65
11431000 -2825.08 -4860.25 -1165.77
11432000 -2835.78 -4800.98 -1172.73
11433000 -2810.81 -4841.63 -1174.97
11434000 -2782.89 -4890.37 -1154.82
11435000 -2829.85 -4896.12 -1186.61
11436000 -2833.93 -4861.51 -1201.53
11437000 -2861.6 -4836.66 -1192.22
11438000 -2869.04 -4893.7 -1180.16
11439000 -2878.08 -4899.73 -1181.11
11440000 -2843.17 -4860.45 -1181.22
11441000 -2823.81 -4848.93 -1175.1
11442000 -2801.85 -4910.78 -1156.03
11443000 -2853.06 -4871.7 -1176.15
11444000 -2805.85 -4911.89 -1151.5
11445000 -2794.52 -4915.22 -1149.5
11446000 -2812.69 -4856.95 -1148.52
11447000 -2824.23 -4841.46 -1159.47
11448000 -2791.84 -4828.91 -1131.99
11449000 -2813.3 -4844.17 -1128.7
11450000 -2784.86 -4867.09 -1126.23
11451000 -2802.68 -4884.51 -1147.14
11452000 -2818.8 -4863.05 -1160.81
11453000 -2806.91 -4916.01 -1151.83
11454000 -2772.08 -4941.72 -1130.28
11455000 -2754.1 -4938.59 -1126.44
11456000 -2772.3 -4927.92 -1128.01
11457000 -2792.7 -4890.82 -1134.22
11458000 -2813.42 -4850.06 -1152
11459000 -2827.15 -4810.32 -1149.47
11460000 -2846.44 -4806.65 -1176.8
11461000 -2852.85 -4782.07 -1174.02
11462000 -2812.48 -4857.15 -1149.94
11463000 -2769.48 -4939.68 -1125.37
11464000 -2783.43 -4899.39 -1136.02
11465000 -2795.15 -4846.38 -1136.43
11466000 -2804.22 -4777.91 -1135.47
11467000 -2800.61 -4774.12 -1132.06
11468000 -2760.79 -4918.86 -1133.93
11469000 -2731.93 -4966.25 -1120.04
11470000 -2785.25 -4866.43 -1133.17
11471000 -2829.31 -4868.75 -1139.11
11472000 -2805.35 -4906.13 -1123.03
11473000 -2795.51 -4902.52 -1138.65
11474000 -2842.6 -4883.02 -1148.46
11475000 -2878 -4796.85 -1156.44
11476000 -2874.4 -4827.78 -1141.46
11477000 -2876.08 -4818.43 -1143.3
11478000 -2845.38 -4895.88 -1142.74
11479000 -2885.3 -4805.72 -1148.69
11480000 -2870.71 -4824.92 -1145.37
11481000 -2829.4 -4889.67 -1141.89
11482000 -2834.46 -4873.66 -1150.29
11483000 -2870.17 -4799.6 -1170.36
11484000 -2870.05 -4745.81 -1167.08
11485000 -2886.41 -4722.6 -1159.31
11486000 -2855.64 -4749.14 -1148.59
11487000 -2882.28 -4709.62 -1162.2
11488000 -2906.14 -4652.87 -1188.3
11489000 -2892.26 -4656.17 -1179.52
11490000 -2876.69 -4739.33 -1173.99
11491000 -2912.23 -4669.28 -1190.56
11492000 -2865.71 -4661.19 -1170.99
11493000 -2847.03 -4736.71 -1171.1
11494000 -2872.46 -4699.14 -1177.3
11495000 -2806.85 -4771.22 -1148.08
11496000 -2843.49 -4786.22 -1164.41
11497000 -2871.02 -4759.55 -1165.5
11498000 -2901.24 -4671.93 -1166.85
11499000 -2879.25 -4658.44 -1164.72
11500000 -2896 -4694.17 -1153.89
11501000 -2888.02 -4735.59 -1147.89
11502000 -2860.36 -4785.37 -1156.48
11503000 -2859.07 -4823.97 -1148.51
11504000 -2916.24 -4795.71 -1179.46
11505000 -2959.93 -4691.25 -1194.16
11506000 -2950.92 -4692.17 -1191.09
11507000 -2917.23 -4740.65 -1178.35
11508000 -2934.2 -4756.81 -1181.58
11509000 -2918.71 -4779.93 -1171.02
11510000 -2923.94 -4785.66 -1173.28
11511000 -2924.1 -4785.14 -1171.24
11512000 -2871.6 -4854.89 -1159.71
11513000 -2877.19 -4862.48 -1163.73
11514000 -2872.23 -4784.2 -1166.25
11515000 -2861.08 -4815.48 -1166.77
11516000 -2905.35 -4794.86 -1168.07
11517000 -2832.46 -4838.25 -1154.85
11518000 -2827.13 -4862.83 -1138.59
11519000 -2849.4 -4831.08 -1157.37
11520000 -2812.53 -4899.54 -1167.06
11521000 -2781.31 -4977.36 -1143.34
11522000 -2856.14 -4872.46 -1165.64
11523000 -2824.35 -4913.42 -1144.63
11524000 -2858.09 -4890.18 -1150.93
11525000 -2881.07 -4858.04 -1153.41
11526000 -2846.7 -4816.9 -1158.89
11527000 -2833.8 -4849.66 -1154.39
11528000 -2836.42 -4852.34 -1153.46
11529000 -2868.03 -4812.8 -1169.94
11530000 -2885.91 -4811.6 -1183.62
11531000 -2857.53 -4797.43 -1179.81
11532000 -2820.88 -4887.93 -1185.22
11533000 -2780.62 -4868.61 -1143.48
11534000 -2827.31 -4862.11 -1167.59
11535000 -2845.79 -4894.66 -1180.63
11536000 -2846.74 -4798 -1167.72
11537000 -2855.32 -4766.27 -1168.67
11538000 -2881.63 -4788.27 -1176.06
11539000 -2822.54 -4910.45 -1181.98
11540000 -2863.54 -4854.01 -1185
11541000 -2920.23 -4798.04 -1190.93
11542000 -2910.07 -4844.6 -1184.29
11543000 -2945.41 -4785.21 -1178.45
11544000 -2902.37 -4841.25 -1185.32
11545000 -2882.9 -4907.41 -1170.9
11546000 -2855.18 -4899.57 -1166.48
11547000 -2864.28 -4815.09 -1178.37
11548000 -2868.37 -4813.58 -1173.06
11549000 -2910.12 -4774.2 -1185.97
11550000 -2851.79 -4821.01 -1173.75
11551000 -2876.74 -4741.21 -1155.89
11552000 -2849.74 -4780.82 -1159.95
11553000 -2861.65 -4779.02 -1165.25
11554000 -2872.34 -4878.3 -1180.23
11555000 -2831.89 -4912.63 -1164.81
11556000 -2842.45 -4862.03 -1167.14
11557000 -2824.06 -4865.61 -1153.98
11558000 -2823.69 -4901.29 -1162.79
11559000 -2839.23 -4880.74 -1162.68
11560000 -2848.23 -4829.35 -1153.57
11561000 -2859.87 -4819.84 -1143.57
11562000 -2842.61 -4927.69 -1155.64
11563000 -2891.38 -4863.76 -1179.51
11564000 -2891.8 -4886.64 -1191.39
11565000 -2901.93 -4826.06 -1191.88
11566000 -2941.09 -4840.7 -1186.44
11567000 -2946.7 -4792.64 -1200.46
11568000 -2932.81 -4802.02 -1204.42
11569000 -2926.87 -4751.21 -1179.88
11570000 -2946.2 -4739.77 -1202.12
11571000 -2942.8 -4779.37 -1205.72
11572000 -2912.73 -4780.41 -1200.9
11573000 -2890.78 -4796.38 -1197.47
11574000 -2875.25 -4861.62 -1188.56
11575000 -2858.37 -4848.77 -1169.01
11576000 -2855.28 -4929.8 -1158.92
11577000 -2860.82 -4860.31 -1167.79
11578000 -2912.8 -4841.32 -1187.1
11579000 -2897.36 -4867.69 -1178.09
11580000 -2910.39 -4779.47 -1174.26
11581000 -2913.93 -4761.9 -1195.49
11582000 -2939.79 -4733.87 -1204.25
11583000 -2920.31 -4702.63 -1199.33
11584000 -2966.01 -4681.77 -1214.23
11585000 -2991.69 -4605.95 -1214.09
11586000 -2934.28 -4669.36 -1208.46
11587000 -2898.6 -4709.77 -1193.91
11588000 -2912.78 -4794.45 -1195.88
11589000 -2925.34 -4726.46 -1191.26
11590000 -2857.17 -4780.75 -1175.23
11591000 -2836.64 -4859.87 -1157.33
11592000 -2843 -4779.06 -1161.26
11593000 -2846.69 -4839.75 -1157.19
11594000 -2772.64 -4949.46 -1140.15
11595000 -2740.47 -4981.16 -1132.29
11596000 -2765.48 -4975.85 -1151.12
11597000 -2837.23 -4844.43 -1153.22
11598000 -2821.78 -4842.48 -1163.62
11599000 -2795.49 -4801.27 -1167.78
11600000 -2830.17 -4767.81 -1160.81
11601000 -2813.81 -4892.92 -1157.3
11602000 -2766.92 -4933.42 -1147.94
11603000 -2784.27 -4888.52 -1132.01
11604000 -2797.59 -4901.06 -1143
11605000 -2816.89 -4810.95 -1158.08
11606000 -2767.7 -4852.19 -1131.01
11607000 -2755.15 -4858.87 -1134.18
11608000 -2763.6 -4862.22 -1131.79
11609000 -2760.77 -4923.4 -1128.92
11610000 -2820.43 -4824.79 -1138.53
11611000 -2799.51 -4832.83 -1123.67
11612000 -2809.96 -4832.35 -1133.4
11613000 -2813.07 -4831.75 -1151.92
11614000 -2752.23 -4875.62 -1121.73
11615000 -2802.53 -4792.21 -1135.47
11616000 -2810.45 -4790.27 -1136.09
11617000 -2791.98 -4872.94 -1108.75
11618000 -2776.47 -4842.97 -1129.94
11619000 -2771.47 -4926.94 -1150.71
11620000 -2882.94 -4768.1 -1181.76
11621000 -2867.44 -4756.77 -1189.36
11622000 -2861.12 -4740.43 -1182.11
11623000 -2851.92 -4711.91 -1167.06
11624000 -2914.41 -4697.99 -1195.29
11625000 -2890.86 -4720.93 -1182.88
11626000 -2901.11 -4798.07 -1195.4
11627000 -2881.5 -4814.58 -1170.78
11628000 -2858.58 -4890.16 -1155.55
11629000 -2917.98 -4834.59 -1173.31
11630000 -2887.08 -4891.23 -1154.49
11631000 -2884.88 -4907.2 -1140.55
11632000 -2910.53 -4909.82 -1166.19
11633000 -2915.89 -4827.75 -1179.09
11634000 -2945.1 -4814.91 -1178.68
11635000 -2909.75 -4845.69 -1170.73
11636000 -2889.45 -4823.97 -1161.98
11637000 -2815.48 -4891.42 -1144.59
11638000 -2825.64 -4878.53 -1166.14
11639000 -2800.26 -4918.08 -1153.63
11640000 -2788.56 -4909.97 -1139.44
11641000 -2813.64 -4915.89 -1143.18
11642000 -2853.85 -4878.53 -1149.73
11643000 -2848.9 -4875.55 -1140.23
11644000 -2811.83 -4922.17 -1126.63
11645000 -2872.13 -4932.56 -1162.1
11646000 -2891.18 -4960.04 -1162.8
11647000 -2857.14 -4927.81 -1163.32
11648000 -2828.32 -4976.77 -1162.22
11649000 -2835.79 -4939.64 -1154.22
11650000 -2800.78 -4962.16 -1155.77
11651000 -2812.37 -4928.29 -1150.76
11652000 -2882.86 -4844.83 -1158.45
11653000 -2872.93 -4888.28 -1161.29
11654000 -2895.46 -4804.9 -1170.89
11655000 -2883.32 -4789.85 -1148.4
11656000 -2865.63 -4880.17 -1162.55
11657000 -2864.49 -4872.73 -1157.84
11658000 -2863.02 -4879.63 -1154.4
11659000 -2875.57 -4842.88 -1150.24
11660000 -2916.92 -4743.41 -1159.85
11661000 -2843.31 -4879.77 -1153.37
11662000 -2856.83 -4842.94 -1156.84
11663000 -2891.88 -4826.68 -1175.14
11664000 -2839.02 -4883.52 -1169.58
11665000 -2835.12 -4895.44 -1175.47
11666000 -2840.6 -4826.36 -1152.23
11667000 -2842.08 -4832.83 -1144.68
11668000 -2845.89 -4895.36 -1165.2
11669000 -2840.55 -4857.68 -1171.99
11670000 -2834.55 -4841.11 -1145.68
11671000 -2830.81 -4832.32 -1141.62
11672000 -2828.14 -4854.89 -1146.68
11673000 -2838.61 -4849.75 -1162.98
11674000 -2808.2 -4900.68 -1171.99
11675000 -2838.54 -4913.54 -1179.72
11676000 -2868.11 -4899.68 -1161.97
